Alder Flycatcher,,,,,,,,,,,,,,,,,
American Crow,,,2,3,1,1,1,1,1,2,,1,1,1,,,
American Goldfinch,2,1,,2,,1,,,,,,,2,,,2,
American Kestrel,,,,,,,,,,,,,,,,,
American Redstart,2,2,,,,,,,,,,,,,,,2
American Robin,1,1,1,1,,1,1,1,,,1,1,,,,,
American White Pelican,,,,,,,,,,,,,,,,,
Bald Eagle,,,,,,1,,,,,,1,,,,,
Baltimore oriole,1,1,2,,1,,2,1,,1,,1,,,,1,1
Barn Swallow,,,,,1,,,,,,,,,,,,
Bay-breasted Warbler,,,,,,,,,,,,,,,,,
Belted Kingfisher,,,,,,,,,,,,,,,,,
Black Tern,,,,,,,,,,,,,,,,,
Black-and-white Warbler,,,,,,,,,,,,,,,1,,
Blackburnian Warbler,,,,,,,,,,,,,,,,,
Black-capped Chickadee,2,3,,,,,,,3,,,2,1,2,1,1,
Blackpoll Warbler,,,,,,,,,,,,,,,,,
Black-throated Green Warbler,,,,,,,,,,,,,,,,,
Blue Jay,,,,,1,1,,,,1,1,1,,,1,,
Blue-gray Gnatcatcher,,,,,,,,,,,,,,,,,2
Blue-headed [solitary] Vireo,,,,,,,,,,,,,,,,,
Blue-winged Teal,,,,,,,,,,,,,,,,,
Blue-winged Warbler,,,,,,,,,,1,,,,,,,
Bobolink,,,,,,,,,,,,,,,,,
Broad-winged Hawk,,,,,,,,,,,,,,,,,
Brown Thrasher,,,,,,,,,,,,,,,,,
Brown-headed Cowbird,,,,1,1,,,,1,1,,,,,,,
Canada Goose,1,2,1,1,,,,,,,,,,1,,,2
Canada Warbler,,,,,,,,,,,,,,,,,
Cape May Warbler,,,,,,,,,,,,,,,,,
Caspian tern,,,,,,,,,,,,,,,,,
Cedar Waxwing,,,,,,,,,,,,,,,,,
Chestnut-sided Warbler,,,,,,,,,,,1,,,,1,,
Chimney Swift,,,,,,,,,,,,,,,,,
Chipping Sparrow,,,,,,,,,,,,,,,,,
Clay-colored Sparrow,,,,2,3,2,,,,,,,1,,,,
Cliff Swallow,,,,,,,,,,,,,,,,,
Common Grackle,,,,,,,,,,,,,,,,,
Common Yellowthroat,2,,,2,1,,1,1,,1,,,2,,,,
Connecticut Warbler,,,,,,,,,,,,,,,,,
Cooper's Hawk,,,,,,,,,,,,,,,,,
Downy Woodpecker,,1,1,,,,1,,,,,1,,,,,
Eastern Bluebird,,,,,,,,,,,,,,,,,
Eastern Kingbird,,,,,,2,,,,,,,,,,,
Eastern Meadowlark,,,,2,2,1,,,,,,,,,,,
Eastern Phoebe,,,,,,,,,,,,,,,,,
Eastern Towhee,,,,,,,,,,1,,,,,,,
Eastern Wood-pewee,,,,,,,,,,,,,,,,,
European Starling,,,,,,,,,,,,,,,,,
Evening Grosbeak,,,,,,,,,,,,,,,,,
Field Sparrow,,,,2,1,1,,,,1,,,,,,1,1
Golden Eagle,,,,,,,,,,,,,,,,,
