Alder Flycatcher,,,,,,,,,,,,,,,,,
American Crow,3,,,,,,,,,,1,,,,2,,1
American Goldfinch,,,1,1,,,1,,1,1,,,,,,,1
American Kestrel,,,,,,,,,,,,,,,,,
American Redstart,1,,,,,,,,,,,1,2,,2,1,1
American Robin,,,,,1,1,,1,,1,,,1,,,1,
American White Pelican,,,,,,,,,,,,,,,,,
Bald Eagle,,,,,,,,,,,,,,,,,
Baltimore oriole,,,,1,,,,,,,,,,,,2,
Barn Swallow,,,,,,,,,,,,,,,,,
Bay-breasted Warbler,,,,,,,,,,,,,,,,,
Belted Kingfisher,,,,,,,,,,,,,,,,,
Black Tern,,,,,,,,,,,,,,,,,
Black-and-white Warbler,,,,,,,,,,,,,,,,,
Blackburnian Warbler,,,,,,,,,,,,,,,,,
Black-capped Chickadee,,,,,,,,,1,,2,,,,,,
Blackpoll Warbler,,,,,,,,,,,,,,,,,
Black-throated Green Warbler,,,,,,,,,,1,,,,1,1,,
Blue Jay,,,,,,,1,,,,1,,1,1,,,
Blue-gray Gnatcatcher,,,,,,,,,,,,,,,,,
Blue-headed [solitary] Vireo,,,,,,1,,,,,1,,,,,,
Blue-winged Teal,,,,,,,,,,,,,,,,,
Blue-winged Warbler,,,,,,,,,,,1,,,,,,
Bobolink,,,,,,,,,,,,,,,,,
Broad-winged Hawk,,,,,,,,,,,,,,,,,
Brown Thrasher,,,,,,,,,1,,,,,,,,
Brown-headed Cowbird,,1,,1,,,,1,,1,,,,,,,
Canada Goose,9,1,,1,,,,,,,,2,,,,,
Canada Warbler,,,,,,,,,,,,,,,,,
Cape May Warbler,,,,,,,,,,,,,,,,,
Caspian tern,,,,,,,,,,,,,,,,,
Cedar Waxwing,,,,,,,,,,,,,,,,,
Chestnut-sided Warbler,,,,,,,,,,,,,,1,,,
Chimney Swift,,,,,,,,,,,,,,,,,
Chipping Sparrow,,,,,,1,,,,,,,,,,,
Clay-colored Sparrow,,,,2,2,,,1,,,,,,,,,
Cliff Swallow,,,,,,,,,,,,,,,,,
Common Grackle,,,,,,4,,,,,,,,,,,
Common Yellowthroat,,1,1,,,1,2,1,1,1,,1,1,,,1,
Connecticut Warbler,,,,,,,,,,,,,,,,,
Cooper's Hawk,,,,,,,,,,,,,,,,,
Downy Woodpecker,1,,,,,,,1,,1,,,,,,,
Eastern Bluebird,,,,,,,,,,,,,,,,,
Eastern Kingbird,,,,,,,,,,,,,,,,,
Eastern Meadowlark,,,,,,,,,,,,,,,,,
Eastern Phoebe,,,,,,,,,,,,,,,,,
Eastern Towhee,,,,,,,,,,,,,,,,,
Eastern Wood-pewee,,,,,,,,,,,,,,,,,
European Starling,,,,,,,,,,,,,,,,,
Evening Grosbeak,,,,,,,,,,,,,,,,,
Field Sparrow,,,,,,,,,,,1,,,,,,
Golden Eagle,,,,,,,,,,,,,,,,,
Golden-winged Warbler,,,,,,,,,,,,,,,,,
Grasshopper Sparrow,,,,1,1,,,,,,,,,,,,
Gray Catbird,,1,,,,,1,1,,1,1,,,,,,
Gray-cheeked Thrush,,,,,,,,,,,,,,,,,
Great Blue Heron,,,,,,,,,,,,,,,,,
Great Crested Flycatcher,,,,,,,,,,,,,,1,1,1,
Great Egret,,,,,,,,,,,,,,,,,
Great Horned Owl,,,,,,,,,,,,,,,,,
Green Heron,,,,,,,,,,,,,,,,,
Hairy Woodpecker,,,,,,,,,,,,,,,,,
Henslow's Sparrow,,,,,,,,,,,,,,,,,
Hermit Thrush,,,,,,,,,,,,,,,,,
House Finch,,,,,,,,,,,,,,,,,
House Sparrow,,,,,,,,,,,,,,,,,
House Wren,,1,1,1,1,1,1,,1,1,,,,,1,1,
Indigo Bunting,,,,,,,1,,,,1,,,,1,,
Killdeer,,,,,,,,,,,,,,,,,
Least Flycatcher,,,1,,,,,,,,1,1,,,,1,1
Magnolia Warbler,,,,,,,,,,,,,,,,,
Mallard,,,,,,,,,,,,,,,,,
Marsh Wren,,,,,,,,,,,,,,,,,
Mourning Dove,,,,,,,,,,,,,,,,,
Mourning Warbler,,,,,,,,,,,,,,,,,
Nashville Warbler,,,1,1,,,,1,,,,,,1,,,
Northern Cardinal,,1,1,,1,,,,,,,,,,1,,
Northern Flicker,,,,,,,,,,,,,,,,,
Northern Harrier,,,,,,,,,,,,,,,,,
Northern Parula,,,,,,,,,,,,,,,,,
Northern Rough-winged Swallow,,,,,,,,,,,,,,,,,
Northern Waterthrush,,,1,,,,,,,,,,,,,,
Olive-sided Flycatcher,,,,,,,,,,,,,,,,,
Orange-crowned Warbler,,,,,,,,,,,,,,,,,
Orchard oriole,,,,,,,,,,,,,,,,,
Osprey,,,,,,,,,,,,,,,,,
Ovenbird,,,,,,,,,,,,,,,,,
Palm Warbler,,,,,1,,,,,,,,,,,,
Peregrine Falcon,,,,,,,,,,,,,,,,,
